provincia ;canton;area;asiste_a_educacion;numero_total_personas;ninguno;guarderia;educación_inicial;alfabetizacion;educacion_general_basica;bachillerato;postbachillerato;educacion_tecnica;educacion_superior;maestria;doctorado
Manabí;Flavio Alfaro;Urbana;Total Urbana;8.312;811;166;255;53;3.358;2.483;29;73;1.007;77;
Manabí;Flavio Alfaro;Urbana;Asiste;2.926;;147;226;17;1.539;510;13;31;440;3;
Manabí;Flavio Alfaro;Urbana;No asiste;5.386;811;19;29;36;1.819;1.973;16;42;567;74;
Manabí;Flavio Alfaro;Rural;Total Rural;18.103;2.272;351;406;58;9.661;4.201;39;85;989;40;1
Manabí;Flavio Alfaro;Rural;Asiste;5.456;;320;342;2;3.293;900;18;30;551;;
Manabí;Flavio Alfaro;Rural;No asiste;12.647;2.272;31;64;56;6.368;3.301;21;55;438;40;1
Manabí;Jipijapa;Total Jipijapa;Total Jipijapa;78.117;6.428;1.548;1.834;386;32.012;18.735;140;581;14.819;1.529;105
Manabí;Jipijapa;Total Jipijapa;Asiste;25.408;;1.332;1.666;6;12.783;3.908;52;105;5.539;16;1
Manabí;Jipijapa;Total Jipijapa;No asiste;52.709;6.428;216;168;380;19.229;14.827;88;476;9.280;1.513;104
Manabí;Jipijapa;Urbana;Total Urbana;45.382;2.579;1.005;1.139;64;14.990;11.302;103;463;12.193;1.443;101
Manabí;Jipijapa;Urbana;Asiste;16.087;;865;1.061;3;7.470;2.341;38;74;4.219;15;1
Manabí;Jipijapa;Urbana;No asiste;29.295;2.579;140;78;61;7.520;8.961;65;389;7.974;1.428;100
Manabí;Jipijapa;Rural;Total Rural;32.735;3.849;543;695;322;17.022;7.433;37;118;2.626;86;4
Manabí;Jipijapa;Rural;Asiste;9.321;;467;605;3;5.313;1.567;14;31;1.320;1;
Manabí;Jipijapa;Rural;No asiste;23.414;3.849;76;90;319;11.709;5.866;23;87;1.306;85;4
Manabí;Junín;Total Junín;Total Junín;22.324;1.833;545;600;50;10.665;5.529;331;183;2.428;155;5
Manabí;Junín;Total Junín;Asiste;7.030;;476;532;2;3.691;1.104;118;61;1.043;3;
Manabí;Junín;Total Junín;No asiste;15.294;1.833;69;68;48;6.974;4.425;213;122;1.385;152;5
Manabí;Junín;Urbana;Total Urbana;7.332;400;171;182;6;2.690;2.047;159;111;1.441;121;4
Manabí;Junín;Urbana;Asiste;2.491;;152;170;;1.185;357;91;27;506;3;
Manabí;Junín;Urbana;No asiste;4.841;400;19;12;6;1.505;1.690;68;84;935;118;4
Manabí;Junín;Rural;Total Rural;14.992;1.433;374;418;44;7.975;3.482;172;72;987;34;1
Manabí;Junín;Rural;Asiste;4.539;;324;362;2;2.506;747;27;34;537;;
Manabí;Junín;Rural;No asiste;10.453;1.433;50;56;42;5.469;2.735;145;38;450;34;1
Manabí;Manta;Total Manta;Total Manta;271.145;19.115;2.826;5.983;310;100.461;76.290;974;3.810;55.858;5.115;403
Manabí;Manta;Total Manta;Asiste;84.910;;2.302;5.435;26;43.798;14.441;263;1.060;17.497;79;9
Manabí;Manta;Total Manta;No asiste;186.235;19.115;524;548;284;56.663;61.849;711;2.750;38.361;5.036;394
Manabí;Manta;Urbana;Total Urbana;258.697;18.020;2.455;5.605;272;93.684;73.281;959;3.755;55.202;5.066;398
Manabí;Manta;Urbana;Asiste;80.967;;1.965;5.095;23;41.614;13.744;253;1.040;17.147;77;9
Manabí;Manta;Urbana;No asiste;177.730;18.020;490;510;249;52.070;59.537;706;2.715;38.055;4.989;389
Manabí;Manta;Rural;Total Rural;12.448;1.095;371;378;38;6.777;3.009;15;55;656;49;5
Manabí;Manta;Rural;Asiste;3.943;;337;340;3;2.184;697;10;20;350;2;
Manabí;Manta;Rural;No asiste;8.505;1.095;34;38;35;4.593;2.312;5;35;306;47;5
Manabí;Montecristi;Total Montecristi;Total Montecristi;99.937;7.745;1.623;2.471;253;43.356;27.031;548;1.086;14.878;897;49
Manabí;Montecristi;Total Montecristi;Asiste;34.193;;1.374;2.239;5;18.250;5.678;128;409;6.095;14;1
Manabí;Montecristi;Total Montecristi;No asiste;65.744;7.745;249;232;248;25.106;21.353;420;677;8.783;883;48
Manabí;Montecristi;Urbana;Total Urbana;71.066;5.451;989;1.639;105;28.795;20.008;467;873;11.915;779;45
Manabí;Montecristi;Urbana;Asiste;24.674;;811;1.487;4;13.003;4.156;81;321;4.800;11;
Manabí;Montecristi;Urbana;No asiste;46.392;5.451;178;152;101;15.792;15.852;386;552;7.115;768;45
Manabí;Montecristi;Rural;Total Rural;28.871;2.294;634;832;148;14.561;7.023;81;213;2.963;118;4
Manabí;Montecristi;Rural;Asiste;9.519;;563;752;1;5.247;1.522;47;88;1.295;3;1
Manabí;Montecristi;Rural;No asiste;19.352;2.294;71;80;147;9.314;5.501;34;125;1.668;115;3
Manabí;Paján;Total Paján;Total Paján;41.879;5.025;1.472;938;183;21.490;9.730;53;269;2.581;136;2
Manabí;Paján;Total Paján;Asiste;12.953;;1.233;772;10;7.407;2.241;25;103;1.158;3;1
Manabí;Paján;Total Paján;No asiste;28.926;5.025;239;166;173;14.083;7.489;28;166;1.423;133;1
Manabí;Paján;Urbana;Total Urbana;7.686;565;222;199;17;3.016;2.176;12;106;1.275;98;
Manabí;Paján;Urbana;Asiste;2.703;;186;160;2;1.390;410;3;32;518;2;
Manabí;Paján;Urbana;No asiste;4.983;565;36;39;15;1.626;1.766;9;74;757;96;
Manabí;Paján;Rural;Total Rural;34.193;4.460;1.250;739;166;18.474;7.554;41;163;1.306;38;2
Manabí;Paján;Rural;Asiste;10.250;;1.047;612;8;6.017;1.831;22;71;640;1;1
Manabí;Paján;Rural;No asiste;23.943;4.460;203;127;158;12.457;5.723;19;92;666;37;1
Manabí;Pichincha;Total Pichincha;Total Pichincha;30.380;3.829;941;626;114;16.242;6.947;51;154;1.401;71;4
Manabí;Pichincha;Total Pichincha;Asiste;9.537;;841;515;18;5.654;1.673;30;65;734;5;2
Manabí;Pichincha;Total Pichincha;No asiste;20.843;3.829;100;111;96;10.588;5.274;21;89;667;66;2
Manabí;Pichincha;Urbana;Total Urbana;4.406;339;118;87;6;1.766;1.341;11;52;644;38;4
Manabí;Pichincha;Urbana;Asiste;1.517;;108;77;;784;242;6;17;280;1;2
Manabí;Pichincha;Urbana;No asiste;2.889;339;10;10;6;982;1.099;5;35;364;37;2
Manabí;Pichincha;Rural;Total Rural;25.974;3.490;823;539;108;14.476;5.606;40;102;757;33;
Manabí;Pichincha;Rural;Asiste;8.020;;733;438;18;4.870;1.431;24;48;454;4;
Manabí;Pichincha;Rural;No asiste;17.954;3.490;90;101;90;9.606;4.175;16;54;303;29;
Manabí;Rocafuerte;Total Rocafuerte;Total Rocafuerte;42.688;2.537;1.078;1.179;175;19.587;10.853;79;301;6.424;459;16
Manabí;Rocafuerte;Total Rocafuerte;Asiste;14.027;;999;1.095;15;7.098;2.235;26;72;2.481;6;
Manabí;Rocafuerte;Total Rocafuerte;No asiste;28.661;2.537;79;84;160;12.489;8.618;53;229;3.943;453;16
Manabí;Rocafuerte;Urbana;Total Urbana;11.848;588;209;327;12;4.150;3.097;43;150;2.989;274;9
Manabí;Rocafuerte;Urbana;Asiste;4.083;;192;311;;2.007;580;15;34;940;4;
Manabí;Rocafuerte;Urbana;No asiste;7.765;588;17;16;12;2.143;2.517;28;116;2.049;270;9
Manabí;Rocafuerte;Rural;Total Rural;30.840;1.949;869;852;163;15.437;7.756;36;151;3.435;185;7
Manabí;Rocafuerte;Rural;Asiste;9.944;;807;784;15;5.091;1.655;11;38;1.541;2;
Manabí;Rocafuerte;Rural;No asiste;20.896;1.949;62;68;148;10.346;6.101;25;113;1.894;183;7
Manabí;Santa Ana;Total Santa Ana;Total Santa Ana;51.462;5.454;1.615;1.139;334;25.168;12.572;91;428;4.382;266;13
Manabí;Santa Ana;Total Santa Ana;Asiste;15.660;;1.495;1.022;2;8.686;2.577;37;110;1.727;4;
Manabí;Santa Ana;Total Santa Ana;No asiste;35.802;5.454;120;117;332;16.482;9.995;54;318;2.655;262;13
Manabí;Santa Ana;Urbana;Total Urbana;11.918;657;307;317;21;4.550;3.306;32;172;2.348;199;9
Manabí;Santa Ana;Urbana;Asiste;3.879;;293;294;;1.905;561;4;44;775;3;
Manabí;Santa Ana;Urbana;No asiste;8.039;657;14;23;21;2.645;2.745;28;128;1.573;196;9
Manabí;Santa Ana;Rural;Total Rural;39.544;4.797;1.308;822;313;20.618;9.266;59;256;2.034;67;4
Manabí;Santa Ana;Rural;Asiste;11.781;;1.202;728;2;6.781;2.016;33;66;952;1;
Manabí;Santa Ana;Rural;No asiste;27.763;4.797;106;94;311;13.837;7.250;26;190;1.082;66;4
Manabí;Sucre;Total Sucre;Total Sucre;62.841;5.017;1.363;1.420;203;28.143;16.890;227;391;8.555;596;36
Manabí;Sucre;Total Sucre;Asiste;19.744;;1.162;1.262;13;10.611;3.453;22;92;3.120;9;
Manabí;Sucre;Total Sucre;No asiste;43.097;5.017;201;158;190;17.532;13.437;205;299;5.435;587;36
Manabí;Sucre;Urbana;Total Urbana;22.209;1.679;261;486;30;8.036;6.501;50;197;4.547;397;25
Manabí;Sucre;Urbana;Asiste;6.930;;222;437;1;3.593;1.240;10;37;1.390;;
Manabí;Sucre;Urbana;No asiste;15.279;1.679;39;49;29;4.443;5.261;40;160;3.157;397;25
Manabí;Sucre;Rural;Total Rural;40.632;3.338;1.102;934;173;20.107;10.389;177;194;4.008;199;11
Manabí;Sucre;Rural;Asiste;12.814;;940;825;12;7.018;2.213;12;55;1.730;9;
Manabí;Sucre;Rural;No asiste;27.818;3.338;162;109;161;13.089;8.176;165;139;2.278;190;11
Manabí;Tosagua;Total Tosagua;Total Tosagua;42.853;3.574;1.118;1.080;166;20.233;11.177;71;199;4.886;325;24
Manabí;Tosagua;Total Tosagua;Asiste;13.540;;971;943;14;7.193;2.230;24;69;2.088;5;3
Manabí;Tosagua;Total Tosagua;No asiste;29.313;3.574;147;137;152;13.040;8.947;47;130;2.798;320;21
Manabí;Tosagua;Urbana;Total Urbana;11.317;766;163;301;18;4.038;3.464;25;81;2.263;184;14
Manabí;Tosagua;Urbana;Asiste;3.858;;142;270;2;1.900;670;8;26;837;1;2
Manabí;Tosagua;Urbana;No asiste;7.459;766;21;31;16;2.138;2.794;17;55;1.426;183;12
Manabí;Tosagua;Rural;Total Rural;31.536;2.808;955;779;148;16.195;7.713;46;118;2.623;141;10
Manabí;Tosagua;Rural;Asiste;9.682;;829;673;12;5.293;1.560;16;43;1.251;4;1
Manabí;Tosagua;Rural;No asiste;21.854;2.808;126;106;136;10.902;6.153;30;75;1.372;137;9
Manabí;24 de Mayo;Total 24 de Mayo;Total 24 de Mayo;31.473;3.274;1.025;655;209;15.612;7.585;74;273;2.616;146;4
Manabí;24 de Mayo;Total 24 de Mayo;Asiste;9.543;;919;555;4;5.121;1.684;27;99;1.132;2;
Manabí;24 de Mayo;Total 24 de Mayo;No asiste;21.930;3.274;106;100;205;10.491;5.901;47;174;1.484;144;4
Manabí;24 de Mayo;Urbana;Total Urbana;6.607;394;170;146;26;2.493;1.840;47;95;1.286;106;4
Manabí;24 de Mayo;Urbana;Asiste;2.175;;133;132;1;1.022;384;13;26;463;1;
Manabí;24 de Mayo;Urbana;No asiste;4.432;394;37;14;25;1.471;1.456;34;69;823;105;4
Manabí;24 de Mayo;Rural;Total Rural;24.866;2.880;855;509;183;13.119;5.745;27;178;1.330;40;
Manabí;24 de Mayo;Rural;Asiste;7.368;;786;423;3;4.099;1.300;14;73;669;1;
Manabí;24 de Mayo;Rural;No asiste;17.498;2.880;69;86;180;9.020;4.445;13;105;661;39;
Manabí;Pedernales;Total Pedernales;Total Pedernales;70.408;9.268;1.882;1.952;202;34.761;16.841;313;267;4.659;254;9
Manabí;Pedernales;Total Pedernales;Asiste;25.214;;1.522;1.679;26;15.317;4.262;83;113;2.200;12;
Manabí;Pedernales;Total Pedernales;No asiste;45.194;9.268;360;273;176;19.444;12.579;230;154;2.459;242;9
Manabí;Pedernales;Urbana;Total Urbana;27.068;2.906;609;772;60;11.641;7.474;183;141;3.079;194;9
Manabí;Pedernales;Urbana;Asiste;10.088;;473;706;3;5.794;1.658;25;58;1.362;9;
Manabí;Pedernales;Urbana;No asiste;16.980;2.906;136;66;57;5.847;5.816;158;83;1.717;185;9
Manabí;Pedernales;Rural;Total Rural;43.340;6.362;1.273;1.180;142;23.120;9.367;130;126;1.580;60;
Manabí;Pedernales;Rural;Asiste;15.126;;1.049;973;23;9.523;2.604;58;55;838;3;
Manabí;Pedernales;Rural;No asiste;28.214;6.362;224;207;119;13.597;6.763;72;71;742;57;
Manabí;Olmedo;Total Olmedo;Total Olmedo;10.090;1.060;375;196;80;4.934;2.543;48;135;694;23;2
Manabí;Olmedo;Total Olmedo;Asiste;3.103;;334;166;7;1.688;533;13;47;313;1;1
Manabí;Olmedo;Total Olmedo;No asiste;6.987;1.060;41;30;73;3.246;2.010;35;88;381;22;1
Manabí;Olmedo;Urbana;Total Urbana;2.684;166;91;71;22;1.075;828;11;46;355;17;2
Manabí;Olmedo;Urbana;Asiste;909;;84;65;;450;166;;4;138;1;1
Manabí;Olmedo;Urbana;No asiste;1.775;166;7;6;22;625;662;11;42;217;16;1
Manabí;Olmedo;Rural;Total Rural;7.406;894;284;125;58;3.859;1.715;37;89;339;6;
Manabí;Olmedo;Rural;Asiste;2.194;;250;101;7;1.238;367;13;43;175;;
Manabí;Olmedo;Rural;No asiste;5.212;894;34;24;51;2.621;1.348;24;46;164;6;
Manabí;Puerto López;Total Puerto López;Total Puerto López;25.630;2.380;543;631;69;11.572;7.861;51;142;2.274;98;9
Manabí;Puerto López;Total Puerto López;Asiste;8.307;;477;565;2;5.018;1.375;10;30;826;4;
Manabí;Puerto López;Total Puerto López;No asiste;17.323;2.380;66;66;67;6.554;6.486;41;112;1.448;94;9
Manabí;Puerto López;Urbana;Total Urbana;12.598;1.084;246;341;20;5.362;4.048;25;74;1.336;58;4
Manabí;Puerto López;Urbana;Asiste;4.171;;208;317;;2.478;700;5;13;447;3;
Manabí;Puerto López;Urbana;No asiste;8.427;1.084;38;24;20;2.884;3.348;20;61;889;55;4
Manabí;Puerto López;Rural;Total Rural;13.032;1.296;297;290;49;6.210;3.813;26;68;938;40;5
Manabí;Puerto López;Rural;Asiste;4.136;;269;248;2;2.540;675;5;17;379;1;
Manabí;Puerto López;Rural;No asiste;8.896;1.296;28;42;47;3.670;3.138;21;51;559;39;5
Manabí;Jama;Total Jama;Total Jama;16.588;1.758;589;489;28;7.978;4.234;41;83;1.308;77;3
Manabí;Jama;Total Jama;Asiste;5.753;;546;451;3;3.229;1.007;16;25;476;;
Manabí;Jama;Total Jama;No asiste;10.835;1.758;43;38;25;4.749;3.227;25;58;832;77;3
Manabí;Jama;Urbana;Total Urbana;5.259;430;156;151;3;2.168;1.519;18;38;731;43;2
Manabí;Jama;Urbana;Asiste;1.832;;140;141;2;983;339;5;6;216;;
Manabí;Jama;Urbana;No asiste;3.427;430;16;10;1;1.185;1.180;13;32;515;43;2
Manabí;Jama;Rural;Total Rural;11.329;1.328;433;338;25;5.810;2.715;23;45;577;34;1
Manabí;Jama;Rural;Asiste;3.921;;406;310;1;2.246;668;11;19;260;;
Manabí;Jama;Rural;No asiste;7.408;1.328;27;28;24;3.564;2.047;12;26;317;34;1
Manabí;Jaramijó;Total Jaramijó;Total Jaramijó;29.759;2.333;1.006;700;95;14.293;7.479;53;431;3.102;256;11
Manabí;Jaramijó;Total Jaramijó;Asiste;10.710;;848;626;16;6.116;1.767;24;144;1.163;5;1
Manabí;Jaramijó;Total Jaramijó;No asiste;19.049;2.333;158;74;79;8.177;5.712;29;287;1.939;251;10
Manabí;Jaramijó;Urbana;Total Urbana;28.397;2.200;974;670;90;13.700;7.228;45;333;2.905;242;10
Manabí;Jaramijó;Urbana;Asiste;10.210;;820;598;15;5.805;1.704;21;137;1.104;5;1
Manabí;Jaramijó;Urbana;No asiste;18.187;2.200;154;72;75;7.895;5.524;24;196;1.801;237;9
Manabí;Jaramijó;Rural;Total Rural;1.362;133;32;30;5;593;251;8;98;197;14;1
Manabí;Jaramijó;Rural;Asiste;500;;28;28;1;311;63;3;7;59;;
Manabí;Jaramijó;Rural;No asiste;862;133;4;2;4;282;188;5;91;138;14;1
Manabí;San Vicente;Total San Vicente;Total San Vicente;24.997;2.594;553;623;45;11.840;6.226;356;147;2.433;169;11
Manabí;San Vicente;Total San Vicente;Asiste;7.779;;448;527;1;4.457;1.303;27;46;969;1;
Manabí;San Vicente;Total San Vicente;No asiste;17.218;2.594;105;96;44;7.383;4.923;329;101;1.464;168;11
Manabí;San Vicente;Urbana;Total Urbana;10.404;854;180;275;10;4.317;2.985;33;66;1.551;124;9
Manabí;San Vicente;Urbana;Asiste;3.391;;149;250;;1.844;564;14;21;548;1;
Manabí;San Vicente;Urbana;No asiste;7.013;854;31;25;10;2.473;2.421;19;45;1.003;123;9
Manabí;San Vicente;Rural;Total Rural;14.593;1.740;373;348;35;7.523;3.241;323;81;882;45;2
Manabí;San Vicente;Rural;Asiste;4.388;;299;277;1;2.613;739;13;25;421;;
Manabí;San Vicente;Rural;No asiste;10.205;1.740;74;71;34;4.910;2.502;310;56;461;45;2
Morona Santiago;Total Morona Santiago;Total Morona Santiago;Total Morona Santiago;192.508;18.204;6.438;5.136;396;90.293;50.716;554;2.405;16.199;2.069;98
Morona Santiago;Total Morona Santiago;Urbana;Total Urbana;62.836;3.929;1.174;1.731;88;23.660;18.459;261;1.336;10.544;1.583;71
Morona Santiago;Total Morona Santiago;Urbana;Asiste;22.617;;1.003;1.623;11;12.658;3.936;79;285;2.989;30;3
Morona Santiago;Total Morona Santiago;Urbana;No asiste;40.219;3.929;171;108;77;11.002;14.523;182;1.051;7.555;1.553;68
Morona Santiago;Total Morona Santiago;Rural;Total Rural;129.672;14.275;5.264;3.405;308;66.633;32.257;293;1.069;5.655;486;27
Morona Santiago;Total Morona Santiago;Rural;Asiste;52.657;;4.457;3.060;47;34.677;7.775;102;304;2.216;15;4
Morona Santiago;Total Morona Santiago;Rural;No asiste;77.015;14.275;807;345;261;31.956;24.482;191;765;3.439;471;23
Morona Santiago;Morona;Total Morona;Total Morona;54.935;4.444;1.271;1.501;72;23.490;15.351;212;744;6.756;1.037;57
Morona Santiago;Morona;Total Morona;Asiste;21.156;;1.071;1.406;8;12.504;3.592;75;181;2.293;22;4
Morona Santiago;Morona;Total Morona;No asiste;33.779;4.444;200;95;64;10.986;11.759;137;563;4.463;1.015;53
Morona Santiago;Morona;Urbana;Total Urbana;22.398;1.338;341;637;19;7.640;6.312;117;443;4.703;806;42
Morona Santiago;Morona;Urbana;Asiste;8.401;;312;597;3;4.409;1.411;37;104;1.509;17;2
Morona Santiago;Morona;Urbana;No asiste;13.997;1.338;29;40;16;3.231;4.901;80;339;3.194;789;40
Morona Santiago;Morona;Rural;Total Rural;32.537;3.106;930;864;53;15.850;9.039;95;301;2.053;231;15
Morona Santiago;Morona;Rural;Asiste;12.755;;759;809;5;8.095;2.181;38;77;784;5;2
Morona Santiago;Morona;Rural;No asiste;19.782;3.106;171;55;48;7.755;6.858;57;224;1.269;226;13
Morona Santiago;Gualaquiza;Total Gualaquiza;Total Gualaquiza;21.892;1.907;387;624;121;10.500;5.998;62;239;1.795;249;10
Morona Santiago;Gualaquiza;Total Gualaquiza;Asiste;7.822;;337;549;;5.062;1.310;15;66;477;6;
Morona Santiago;Gualaquiza;Total Gualaquiza;No asiste;14.070;1.907;50;75;121;5.438;4.688;47;173;1.318;243;10
Morona Santiago;Gualaquiza;Urbana;Total Urbana;9.157;676;113;204;12;3.624;2.813;35;163;1.306;202;9
Morona Santiago;Gualaquiza;Urbana;Asiste;3.136;;94;190;;1.883;596;7;37;326;3;
Morona Santiago;Gualaquiza;Urbana;No asiste;6.021;676;19;14;12;1.741;2.217;28;126;980;199;9
Morona Santiago;Gualaquiza;Rural;Total Rural;12.735;1.231;274;420;109;6.876;3.185;27;76;489;47;1
Morona Santiago;Gualaquiza;Rural;Asiste;4.686;;243;359;;3.179;714;8;29;151;3;
Morona Santiago;Gualaquiza;Rural;No asiste;8.049;1.231;31;61;109;3.697;2.471;19;47;338;44;1
Morona Santiago;Limón Indanza;Total Limón Indanza;Total Limón Indanza;9.602;857;332;252;28;4.535;2.341;20;249;867;119;2
Morona Santiago;Limón Indanza;Total Limón Indanza;Asiste;3.657;;277;211;;2.255;584;4;59;266;1;
Morona Santiago;Limón Indanza;Total Limón Indanza;No asiste;5.945;857;55;41;28;2.280;1.757;16;190;601;118;2
Morona Santiago;Limón Indanza;Urbana;Total Urbana;3.982;154;125;111;12;1.635;1.049;15;169;621;90;1
Morona Santiago;Limón Indanza;Urbana;Asiste;1.522;;101;106;;863;251;3;30;167;1;
Morona Santiago;Limón Indanza;Urbana;No asiste;2.460;154;24;5;12;772;798;12;139;454;89;1
Morona Santiago;Limón Indanza;Rural;Total Rural;5.620;703;207;141;16;2.900;1.292;5;80;246;29;1
Morona Santiago;Limón Indanza;Rural;Asiste;2.135;;176;105;;1.392;333;1;29;99;;
Morona Santiago;Limón Indanza;Rural;No asiste;3.485;703;31;36;16;1.508;959;4;51;147;29;1
Morona Santiago;Palora;Total Palora;Total Palora;11.882;1.041;315;319;8;5.457;3.357;21;125;1.153;83;3
Morona Santiago;Palora;Total Palora;Asiste;4.010;;265;297;1;2.543;591;7;35;267;3;1
Morona Santiago;Palora;Total Palora;No asiste;7.872;1.041;50;22;7;2.914;2.766;14;90;886;80;2
Morona Santiago;Palora;Urbana;Total Urbana;5.748;386;137;166;1;2.239;1.791;12;88;865;61;2
Morona Santiago;Palora;Urbana;Asiste;1.814;;114;150;;1.068;280;3;17;180;1;1
Morona Santiago;Palora;Urbana;No asiste;3.934;386;23;16;1;1.171;1.511;9;71;685;60;1
Morona Santiago;Palora;Rural;Total Rural;6.134;655;178;153;7;3.218;1.566;9;37;288;22;1
Morona Santiago;Palora;Rural;Asiste;2.196;;151;147;1;1.475;311;4;18;87;2;
Morona Santiago;Palora;Rural;No asiste;3.938;655;27;6;6;1.743;1.255;5;19;201;20;1
Morona Santiago;Santiago;Total Santiago;Total Santiago;9.755;731;279;210;11;4.670;2.782;24;140;814;91;3
Morona Santiago;Santiago;Total Santiago;Asiste;3.576;;245;185;1;2.232;619;4;37;251;2;
Morona Santiago;Santiago;Total Santiago;No asiste;6.179;731;34;25;10;2.438;2.163;20;103;563;89;3
Morona Santiago;Santiago;Urbana;Total Urbana;2.349;120;39;63;4;857;797;13;39;360;54;3
Morona Santiago;Santiago;Urbana;Asiste;742;;39;59;;424;135;2;10;72;1;
Morona Santiago;Santiago;Urbana;No asiste;1.607;120;;4;4;433;662;11;29;288;53;3
Morona Santiago;Santiago;Rural;Total Rural;7.406;611;240;147;7;3.813;1.985;11;101;454;37;
Morona Santiago;Santiago;Rural;Asiste;2.834;;206;126;1;1.808;484;2;27;179;1;
Morona Santiago;Santiago;Rural;No asiste;4.572;611;34;21;6;2.005;1.501;9;74;275;36;
Morona Santiago;Sucúa;Total Sucúa;Total Sucúa;23.504;2.247;497;616;33;10.842;6.490;69;381;2.018;302;9
Morona Santiago;Sucúa;Total Sucúa;Asiste;8.517;;434;574;6;5.280;1.538;33;91;553;8;
Morona Santiago;Sucúa;Total Sucúa;No asiste;14.987;2.247;63;42;27;5.562;4.952;36;290;1.465;294;9
Morona Santiago;Sucúa;Urbana;Total Urbana;10.846;712;179;295;22;4.330;3.199;49;256;1.548;249;7
Morona Santiago;Sucúa;Urbana;Asiste;3.800;;143;276;4;2.200;712;21;58;380;6;
Morona Santiago;Sucúa;Urbana;No asiste;7.046;712;36;19;18;2.130;2.487;28;198;1.168;243;7
Morona Santiago;Sucúa;Rural;Total Rural;12.658;1.535;318;321;11;6.512;3.291;20;125;470;53;2
Morona Santiago;Sucúa;Rural;Asiste;4.717;;291;298;2;3.080;826;12;33;173;2;
Morona Santiago;Sucúa;Rural;No asiste;7.941;1.535;27;23;9;3.432;2.465;8;92;297;51;2
Morona Santiago;Huamboya;Total Huamboya;Total Huamboya;10.830;728;722;341;13;5.395;2.826;28;120;617;36;4
Morona Santiago;Huamboya;Total Huamboya;Asiste;4.983;;615;306;7;3.065;704;15;31;240;;
Morona Santiago;Huamboya;Total Huamboya;No asiste;5.847;728;107;35;6;2.330;2.122;13;89;377;36;4
Morona Santiago;Huamboya;Urbana;Total Urbana;1.312;76;42;32;4;509;380;5;33;214;16;1
Morona Santiago;Huamboya;Urbana;Asiste;539;;39;31;4;297;79;3;8;78;;
Morona Santiago;Huamboya;Urbana;No asiste;773;76;3;1;;212;301;2;25;136;16;1
Morona Santiago;Huamboya;Rural;Total Rural;9.518;652;680;309;9;4.886;2.446;23;87;403;20;3
Morona Santiago;Huamboya;Rural;Asiste;4.444;;576;275;3;2.768;625;12;23;162;;
Morona Santiago;Huamboya;Rural;No asiste;5.074;652;104;34;6;2.118;1.821;11;64;241;20;3
Morona Santiago;San Juan Bosco;Total San Juan Bosco;Total San Juan Bosco;4.372;380;116;108;21;2.239;1.105;11;27;337;26;2
Morona Santiago;San Juan Bosco;Total San Juan Bosco;Asiste;1.784;;104;103;1;1.130;310;4;9;123;;
Morona Santiago;San Juan Bosco;Total San Juan Bosco;No asiste;2.588;380;12;5;20;1.109;795;7;18;214;26;2
Morona Santiago;San Juan Bosco;Urbana;Total Urbana;1.613;73;30;56;7;697;470;7;13;237;22;1
Morona Santiago;San Juan Bosco;Urbana;Asiste;626;;28;55;;348;120;1;3;71;;
Morona Santiago;San Juan Bosco;Urbana;No asiste;987;73;2;1;7;349;350;6;10;166;22;1
Morona Santiago;San Juan Bosco;Rural;Total Rural;2.759;307;86;52;14;1.542;635;4;14;100;4;1
Morona Santiago;San Juan Bosco;Rural;Asiste;1.158;;76;48;1;782;190;3;6;52;;
Morona Santiago;San Juan Bosco;Rural;No asiste;1.601;307;10;4;13;760;445;1;8;48;4;1
Morona Santiago;Taisha;Total Taisha;Total Taisha;26.700;4.304;1.456;601;36;13.091;5.856;77;215;1.005;54;5
Morona Santiago;Taisha;Total Taisha;Asiste;11.348;;1.180;536;4;7.847;1.278;20;43;436;2;2
Morona Santiago;Taisha;Total Taisha;No asiste;15.352;4.304;276;65;32;5.244;4.578;57;172;569;52;3
Morona Santiago;Taisha;Urbana;Total Urbana;1.864;180;59;67;3;675;577;2;54;208;36;3
Morona Santiago;Taisha;Urbana;Asiste;692;;49;60;;424;103;2;7;46;1;
Morona Santiago;Taisha;Urbana;No asiste;1.172;180;10;7;3;251;474;;47;162;35;3
Morona Santiago;Taisha;Rural;Total Rural;24.836;4.124;1.397;534;33;12.416;5.279;75;161;797;18;2
Morona Santiago;Taisha;Rural;Asiste;10.656;;1.131;476;4;7.423;1.175;18;36;390;1;2
Morona Santiago;Taisha;Rural;No asiste;14.180;4.124;266;58;29;4.993;4.104;57;125;407;17;
Morona Santiago;Logroño;Total Logroño;Total Logroño;7.484;618;389;204;35;3.881;1.965;8;61;299;24;
Morona Santiago;Logroño;Total Logroño;Asiste;3.216;;335;190;25;2.055;485;2;19;104;1;
Morona Santiago;Logroño;Total Logroño;No asiste;4.268;618;54;14;10;1.826;1.480;6;42;195;23;
